x,y,z
0.6606566106444769,0.6474801179714736,0.5765340673349824
0.8714395280913507,0.7556012538920654,0.11310880194786299
0.19708822133578618,0.6937190073076102,0.5439356514083324
0.2807727093274691,0.9131497914287822,0.8965401286449716
0.5125053108886825,0.08750541221016483,0.8483770302191946
0.49405338102643437,0.7462656525684687,0.7174522486444393
0.22509396336839516,0.9445218556750314,0.9651611059215953
0.14382491220361038,0.9741848049982681,0.1901277185717457
0.17562610644809895,0.12118277415369383,0.9681847121308412
0.4305047849855218,0.6375705291903613,0.8051642795923025
0.5440048207748485,0.7920125315072064,0.09013926659604365
0.7377586741802119,0.44614007497438746,0.8903409536304279
0.23085275391770066,0.3570835457603253,0.6105790967437074
0.09858966809397918,0.6973117788854468,0.8311957089282365
0.5447234684008381,0.9294617259245564,0.571526496152475
0.11089028610499685,0.36846268473639576,0.2994170933088096
0.939230254024769,0.8723865923402185,0.19822068610403332
0.13645481895499056,0.8730500859581978,0.4637881141251208
0.4256743078143056,0.4361482780971083,0.21938333969469936
0.6206132830497495,0.7774154904283809,0.12422560763793133
0.29986955264677795,0.09142219211800118,0.7935990580206246
0.6905595012024762,0.04405145338227556,0.719737905480876
0.12078067403913628,0.24413270476648252,0.5914460536101556
0.007461203637710412,0.9026205738524519,0.689764004468805
0.6462081941859451,0.3588593335042092,0.005739396447752343
0.8194785560030985,0.8575399524468477,0.43029510679577854
0.31388774390615026,0.8948271482347231,0.2871718784750662
0.3386525479734769,0.6765301867736797,0.2416066280324538
0.6354736928248323,0.8880660671755253,0.7622717675116333
0.8828721532680556,0.6233108944183481,0.6021237060452206
0.0634559745791149,0.577573191402971,0.9468091278125452
0.36831454090346183,0.8578952355688101,0.4964282624278944
0.11880262344669112,0.22020485273932233,0.9105480279117109
0.2819099472651231,0.0833895230147006,0.9098707304697091
0.77061774808459,0.297606929418177,0.6256535609219219
0.23290873338346318,0.5867292524220067,0.7618347198423643
0.33460774627323087,0.8371685998125322,0.4355485271432039
0.273437939365633,0.10231747141920411,0.34298120973910984
0.683331266782199,0.7541375304058162,0.9011698800540472
0.06429749311079502,0.7978955647276657,0.30714203149482855
0.9444302545304303,0.587954318708062,0.84105893158527
0.6196500684668822,0.12568056786959825,0.34972534947051503
0.4601121200004987,0.7453201497382281,0.7120560762717292
0.3991300692337201,0.9051336173097264,0.8820979002514601
0.7261763950328298,0.3981169633860622,0.8898881368475375
0.14481784398735187,0.4679702561997585,0.08420583404592397
0.9613707148059012,0.584695415049598,0.42115894839885437
0.07685372318003947,0.87100956441054,0.313888752885809
0.6881229655361947,0.6065052276112405,0.6801200095869047
0.9265090470890976,0.3812505435191852,0.07346789876936455
0.690216368845634,0.08736285414731093,0.9374647835872124
0.39959975782014767,0.874383828909344,0.6023140172223973
0.1081978427066499,0.7671752497403845,0.6170416822330299
0.07002663305004975,0.16185600542078915,0.6962627890296236
0.6822790513678246,0.9713961308693679,0.7182609848066052
0.18019875240844963,0.05209403651999367,0.06539256159921092
0.3896840162272929,0.7832707003404741,0.6297744150822459
0.8801236464166853,0.7937846239447967,0.14598755251892281
0.05659470250406473,0.3692474679937444,0.10632509191494921
0.22765027941968785,0.5967401764303731,0.7046516188019655
0.6738086616838064,0.4944969882998683,0.35918875544111106
0.43038488995321544,0.3349320988609915,0.7246920769361013
0.18530685054769536,0.8944742904171111,0.0885850841068826
0.32055608931792035,0.2833339158617717,0.7476070611137349
0.7855763558033938,0.8091037213919597,0.1839021001046648
0.19528359544581064,0.9281636931772973,0.7964928691142592
0.24436245491091102,0.22167916890921346,0.27209947353312947
0.6885759648680648,0.27779388349255907,0.7046878704317641
0.8100987253754182,0.5233734079085572,0.7848478055535131
0.35992160573531295,0.024755136846524306,0.07274319170803112
0.16154552461659444,0.38825002658385044,0.32774344946018186
0.7364991024155659,0.3530455775120006,0.134279168080639
0.09584160632650629,0.8944119084325184,0.9913999496200351
0.3008698341615954,0.41846573670737364,0.5563694035536627
0.49885146763517296,0.40145282657432635,0.7588452713308244
0.5782549184014404,0.7829568678095842,0.7093800783518034
0.8467157187373708,0.04576302901876461,0.8481910288915521
0.7869315937578615,0.3787092540701176,0.11824496308040489
0.30277666789864843,0.13993547433312947,0.08907701652202293
0.24338765900859893,0.2132489350240876,0.08194978279419252
0.5474464732553754,0.4482376114426462,0.7587166283439111
0.43525401812680387,0.49986697897962196,0.5887625226034737
0.3911210923251064,0.40559998413435583,0.847823209884199
0.68430252115054,0.2939130820266611,0.2947103798262286
0.6070168721751469,0.8132230300225015,0.9553086070262934
0.6548783170795518,0.4534476840237234,0.4340541871295285
0.902842214461361,0.17646854101855236,0.36153911858983934
0.6815491255045064,0.570369331312063,0.8991147227536588
0.9309449533486287,0.8001231184004196,0.7083857750807888
0.6206559402299048,0.945341662521589,0.23975167882073578
0.49203395418291584,0.7930934136953199,0.7273420553454151
0.9936902048806012,0.207953528626603,0.5238934718300013
0.24208251924738644,0.1326595364080807,0.2355723613461025
0.9098966316339807,0.9873043388136311,0.1709143254199964
0.03350282682942096,0.02207105948836785,0.7291229886556063
0.8574930896201756,0.0650341292327885,0.8827355277631694
0.4644710605017244,0.7922232674291526,0.4819351097455854
0.09583772371766619,0.20347091109734305,0.4544487908676357
0.820254396575834,0.3607614977343222,0.9329612827885739
0.7700916961556622,0.7752152501125386,0.07478437907804003
